location,date,latitude,longitude,organisation,group,plasticType,colour,size,shape,amount,comments
acton beach,17/09/2020,-35.28728,149.124706,ausmap,3,fibres,green,3-4,fibrous,1,fresh
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,fibres,black,>5,fibrous,1,nan
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,fibres,green,>5,fibrous,1,fresh
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,film,clear,>5,irregular,1,grooved
acton beach,17/09/2020,-35.28728,149.124706,ausmap,1,film,white,>5,irregular,1,fresh
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,film,green,2-3,angular,1,nan
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,film,blue,2-3,angular,1,fresh
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,film,blue,2-3,irregular,1,nan
acton beach,17/09/2020,-35.28728,149.124706,ausmap,1,film,white,3-4,irregular,1,fresh
acton beach,17/09/2020,-35.28728,149.124706,ausmap,1,foam,white,4-5,irregular,9,fresh
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,foam,white,>5,irregular,3,fresh
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,foam,white,>5,rounded,4,fresh
acton beach,17/09/2020,-35.28728,149.124706,ausmap,3,foam,white,2-3,rounded,8,fresh
acton beach,17/09/2020,-35.28728,149.124706,ausmap,1,foam,white,3-4,irregular,15,weathered
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,foam,white,>5,irregular,7,weathered
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,foam,white,1-2,irregular,13,weathered
acton beach,17/09/2020,-35.28728,149.124706,ausmap,1,foam,white,4-5,irregular,1,weathered
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,foam,white,3-4,irregular,11,weathered
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,foam,white,3-4,rounded,15,fresh
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,foam,black,3-4,rounded,1,weathered
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,foam,white,2-3,irregular,3,fresh
acton beach,17/09/2020,-35.28728,149.124706,ausmap,1,foam,white,2-3,rounded,15,fresh
acton beach,17/09/2020,-35.28728,149.124706,ausmap,3,foam,white,3-4,rounded,2,fresh
acton beach,17/09/2020,-35.28728,149.124706,ausmap,3,foam,white,2-3,irregular,5,weathered
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,foam,white,<1,rounded,6,nan
acton beach,17/09/2020,-35.28728,149.124706,ausmap,1,foam,white,>5,irregular,7,fresh
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,foam,white,4-5,irregular,10,nan
acton beach,17/09/2020,-35.28728,149.124706,ausmap,1,foam,white,1-2,irregular,21,fracturing/weathered
acton beach,17/09/2020,-35.28728,149.124706,ausmap,1,foam,white,2-3,irregular,11,weathered
acton beach,17/09/2020,-35.28728,149.124706,ausmap,1,foam,white,>5,rounded,1,weathered
acton beach,17/09/2020,-35.28728,149.124706,ausmap,3,foam,white,1-2,rounded,1,fresh
acton beach,17/09/2020,-35.28728,149.124706,ausmap,1,foam,white,4-5,rounded,6,fresh
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,foam,white,4-5,rounded,2,nan
acton beach,17/09/2020,-35.28728,149.124706,ausmap,1,foam,white,3-4,rounded,10,fresh
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,foam,white,1-2,rounded,44,nan
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,foam,white,2-3,irregular,21,weathered
acton beach,17/09/2020,-35.28728,149.124706,ausmap,1,foam,white,>5,rounded,3,fresh
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,foam,white,2-3,rounded,26,nan
acton beach,17/09/2020,-35.28728,149.124706,ausmap,1,foam,white,1-2,rounded,7,fresh
acton beach,17/09/2020,-35.28728,149.124706,ausmap,3,foam,white,>5,irregular,4,fresh
acton beach,17/09/2020,-35.28728,149.124706,ausmap,3,foam,white,1-2,irregular,8,weathered
acton beach,17/09/2020,-35.28728,149.124706,ausmap,3,hard fragment,white,1-2,irregular,1,weathered/deteriorating
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,hard fragment,yellow,3-4,irregular,1,nan
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,hard fragment,blue,2-3,irregular,1,nan
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,hard fragment,blue,3-4,angular,1,fresh
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,hard fragment,"grey,silver",2-3,irregular,1,nan
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,hard fragment,opaque,4-5,irregular,1,tag holder
acton beach,17/09/2020,-35.28728,149.124706,ausmap,3,hard fragment,green,4-5,irregular,1,grooved
acton beach,17/09/2020,-35.28728,149.124706,ausmap,1,hard fragment,blue,>5,irregular,1,grooved
acton beach,17/09/2020,-35.28728,149.124706,ausmap,3,hard fragment,white,2-3,irregular,1,weathered /deteriorating
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,hard fragment,opaque,>5,rounded,1,fertilizer ball
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,other,green,2-3,rounded,1,fertilizer ball
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,other,clear,<1,angular,1,nan
acton beach,17/09/2020,-35.28728,149.124706,ausmap,1,other,green,2-3,rounded,1,"fresh, hollow"
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,other,green,1-2,irregular,1,weathered
acton beach,17/09/2020,-35.28728,149.124706,ausmap,2,other,clear,1-2,angular,5,nan
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",4,artifical grass,green,3-5,fibrous,3,nan
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",4,fibres,white,3-5,fibrous,2,nan
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",4,fibres,white,>5,fibrous,4,nan
airlie beach,23/05/2024,-20.267778,148.719167,"ausmap,tbf",3,fibres,blue,>5,fibrous,1,nan
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",4,film,blue,<3,irregular,2,nan
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",2,foam,white,<3,rounded,1,nan
airlie beach,23/05/2024,-20.267778,148.719167,"ausmap,tbf",3,foam,white,3-5,rounded,1,nan
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",1,hard fragment,"orange,red",<3,irregular,3,nan
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",1,hard fragment,blue,<3,irregular,1,nan
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",2,hard fragment,opaque,3-5,rounded,1,nan
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",3,hard fragment,white,>5,angular,1,nan
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",1,hard fragment,"grey,silver",<3,irregular,1,nan
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",1,hard fragment,green,<3,irregular,1,nan
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",1,other (plastics),blue,<3,irregular,1,nan
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",1,other (plastics),"grey,silver",<3,irregular,1,nan
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",4,other (plastics),white,3-5,irregular,1,nan
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",1,other (plastics),green,<3,irregular,1,nan
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",4,other (plastics),green,3-5,irregular,1,nan
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",2,other (plastics),opaque,>5,cylindrical,1,nan
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",2,other (plastics),"grey,silver",3-5,irregular,1,paint
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",1,other (plastics),yellow,<3,irregular,1,nan
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",4,other (plastics),yellow,3-5,irregular,1,nan
airlie beach,23/05/2024,-20.267778,148.719167,"ausmap,tbf",1,other (plastics),blue,3-5,irregular,1,nan
airlie beach,23/05/2024,-20.267778,148.719167,"ausmap,tbf",2,other (plastics),blue,<3,irregular,1,nan
airlie beach,23/05/2024,-20.267778,148.719167,"ausmap,tbf",3,other (plastics),yellow,<3,irregular,1,nan
airlie beach,23/05/2024,-20.267778,148.719167,"ausmap,tbf",2,other (plastics),yellow,3-5,irregular,1,nan
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",3,rubber,black,3-5,irregular,1,nan
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",2,rubber,blue,<3,irregular,1,sink
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",4,rubber,black,3-5,irregular,1,rubber crumb
airlie beach,22/05/2024,-20.267778,148.719167,"ausmap,tbf",1,rubber,green,<3,irregular,2,nan
alma bay,23/11/2019,-19.148266,146.868983,reefcheck australia reefclean,2,fibre,white,2-3,angular,1,nan
alma bay,23/11/2019,-19.148266,146.868983,reefcheck australia reefclean,1,fibre,white,1-2,angular,1,nan
alma bay,23/11/2019,-19.148266,146.868983,reefcheck australia reefclean,3,fibre,blue,<1,fibrous,1,nan
alma bay,23/11/2019,-19.148266,146.868983,reefcheck australia reefclean,2,fibre,blue,<1,angular,1,nan
alma bay,15/04/2022,-19.148266,146.868983,volunteers for tangaroa blue,1,fibres,blue,>5,fibrous,1,2mm wide
alma bay,15/04/2022,-19.148266,146.868983,volunteers for tangaroa blue,2,fibres,blue,>5,fibrous,1,"1mm wide, very long, potentially fishing/ boating twine?"
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,fibres,white,>5,fibrous,1,rope filament
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,film,clear,2-3,irregular,5,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,1,film,opaque,3-4,angular,1,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,1,film,opaque,4-5,angular,1,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,3,foam,white,2-3,rounded,1,flattened
alma bay,23/11/2019,-19.148266,146.868983,reefcheck australia reefclean,2,foam,green,2-3,angular,1,weathered
alma bay,15/04/2022,-19.148266,146.868983,volunteers for tangaroa blue,,hard fragment,blue,3-4,irregular,1,nan
alma bay,15/04/2022,-19.148266,146.868983,volunteers for tangaroa blue,,hard fragment,blue,2-3,irregular,1,nan
alma bay,15/04/2022,-19.148266,146.868983,volunteers for tangaroa blue,,hard fragment,green,<1,irregular,1,broke in half but no fizz with hydogen peroxide - potentially pool toy foam that has hardened??
alma bay,15/04/2022,-19.148266,146.868983,volunteers for tangaroa blue,,hard fragment,green,2-3,cylindrical,1,nan
alma bay,15/04/2022,-19.148266,146.868983,volunteers for tangaroa blue,,hard fragment,blue,<1,irregular,1,nan
alma bay,15/04/2022,-19.148266,146.868983,volunteers for tangaroa blue,,hard fragment,green,2-3,irregular,1,nan
alma bay,15/04/2022,-19.148266,146.868983,volunteers for tangaroa blue,,hard fragment,green,1-2,irregular,1,nan
alma bay,15/04/2022,-19.148266,146.868983,volunteers for tangaroa blue,,hard fragment,blue,1-2,irregular,1,nan
alma bay,15/04/2022,-19.148266,146.868983,volunteers for tangaroa blue,,hard fragment,white,1-2,irregular,1,nan
alma bay,15/04/2022,-19.148266,146.868983,volunteers for tangaroa blue,,hard fragment,"pink,purple",4-5,irregular,1,nan
alma bay,15/04/2022,-19.148266,146.868983,volunteers for tangaroa blue,,hard fragment,opaque,4-5,irregular,1,broke in half but no fizz with hydogen peroxide
alma bay,15/04/2022,-19.148266,146.868983,volunteers for tangaroa blue,,hard fragment,white,2-3,irregular,1,nan
alma bay,15/04/2022,-19.148266,146.868983,volunteers for tangaroa blue,,hard fragment,opaque,4-5,angular,1,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,opaque,4-5,irregular,2,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,1,hard fragment,opaque,3-4,angular,1,weathered
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,clear,>5,irregular,1,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,white,3-4,irregular,4,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,1,hard fragment,white,>5,angular,2,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,3,hard fragment,white,2-3,irregular,3,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,blue,3-4,irregular,2,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,3,hard fragment,opaque,3-4,irregular,1,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,opaque,1-2,irregular,12,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,3,hard fragment,opaque,1-2,irregular,5,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,1,hard fragment,"orange,red",4-5,angular,1,"fresh, split in 2"
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,1,hard fragment,yellow,2-3,angular,1,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,1,hard fragment,blue,1-2,irregular,2,weathered
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,white,>5,irregular,2,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,3,hard fragment,white,<1,irregular,2,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,1,hard fragment,blue,2-3,irregular,1,weathered
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,yellow,1-2,irregular,1,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,1,hard fragment,white,2-3,irregular,2,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,clear,2-3,irregular,2,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,white,1-2,irregular,4,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,opaque,<1,irregular,1,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,green,1-2,irregular,3,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,opaque,>5,irregular,1,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,1,hard fragment,green,3-4,irregular,1,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,blue,2-3,irregular,1,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,opaque,3-4,irregular,6,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,3,hard fragment,green,1-2,irregular,2,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,3,hard fragment,opaque,2-3,irregular,2,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,white,4-5,irregular,1,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,opaque,2-3,irregular,16,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,3,hard fragment,green,3-4,angular,1,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,1,hard fragment,green,3-4,cylindrical,1,fresh
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,yellow,3-4,irregular,2,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,1,hard fragment,"grey,silver",3-4,angular,1,weathered
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,green,>5,cylindrical,1,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,blue,1-2,irregular,10,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,1,hard fragment,white,4-5,angular,1,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,white,2-3,irregular,12,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,clear,4-5,irregular,2,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,3,hard fragment,blue,3-4,irregular,1,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,green,3-4,irregular,1,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,1,hard fragment,opaque,2-3,angular,1,weathered
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,"grey,silver",1-2,irregular,1,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,3,hard fragment,blue,1-2,irregular,1,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,1,hard fragment,blue,4-5,irregular,1,weathered
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,1,hard fragment,white,3-4,angular,3,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,1,hard fragment,green,1-2,irregular,1,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,3,hard fragment,white,1-2,irregular,14,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,1,hard fragment,white,1-2,angular,3,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,clear,3-4,irregular,1,nan
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,1,hard fragment,opaque,1-2,irregular,3,fresh
alma bay,23/11/2019,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,blue,1-2,angular,3,nan
alma bay,23/11/2019,-19.148266,146.868983,reefcheck australia reefclean,1,hard fragment,green,4-5,irregular,1,nan
alma bay,23/11/2019,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,black,4-5,angular,1,weathered
alma bay,23/11/2019,-19.148266,146.868983,reefcheck australia reefclean,1,hard fragment,blue,4-5,angular,1,nan
alma bay,23/11/2019,-19.148266,146.868983,reefcheck australia reefclean,3,hard fragment,blue,4-5,angular,4,nan
alma bay,23/11/2019,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,white,>5,angular,2,weathered
alma bay,23/11/2019,-19.148266,146.868983,reefcheck australia reefclean,1,hard fragment,brown,4-5,angular,1,nan
alma bay,23/11/2019,-19.148266,146.868983,reefcheck australia reefclean,2,hard fragment,green,<1,angular,2,nan
alma bay,15/04/2022,-19.148266,146.868983,volunteers for tangaroa blue,3,pellet,opaque,2-3,rounded,1,aged
alma bay,21/11/2020,-19.148266,146.868983,reefcheck australia reefclean,3,pellet,opaque,2-3,rounded,1,nan
alva beach,08/03/2022,-19.440317,147.476335,tbf reefclean,4,fibres,black,>5,fibrous,1,"3-4mm wide, black fabric"
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,1,film,clear,4-5,angular,1,weathered
alva beach,08/03/2022,-19.440317,147.476335,tbf reefclean,3,film,blue,2-3,irregular,1,nan
alva beach,08/03/2022,-19.440317,147.476335,tbf reefclean,3,foam,white,2-3,rounded,1,fresh
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,1,hard fragment,blue,4-5,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,1,hard fragment,yellow,4-5,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,2,hard fragment,white,>5,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,2,hard fragment,black,4-5,irregular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,3,hard fragment,white,>5,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,3,hard fragment,"pink,purple",3-4,irregular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,3,hard fragment,clear,>5,angular,1,weathered/fracturng
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,2,hard fragment,white,3-4,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,2,hard fragment,blue,3-4,irregular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,2,hard fragment,white,4-5,irregular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,1,hard fragment,"orange,red",>5,cylindrical,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,1,hard fragment,white,>5,irregular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,3,hard fragment,white,4-5,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,3,hard fragment,clear,>5,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,2,hard fragment,"orange,red",2-3,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,3,hard fragment,opaque,3-4,angular,2,weatehred
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,1,hard fragment,white,4-5,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,1,hard fragment,white,3-4,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,1,hard fragment,blue,4-5,irregular,2,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,3,hard fragment,white,3-4,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,2,hard fragment,green,2-3,irregular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,2,hard fragment,white,>5,angular,2,fresh
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,2,hard fragment,blue,2-3,angular,3,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,2,hard fragment,green,>5,irregular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,1,hard fragment,opaque,4-5,angular,1,fresh
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,3,hard fragment,opaque,>5,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,2,hard fragment,clear,>5,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,2,hard fragment,"grey,silver",>5,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,3,hard fragment,green,3-4,angular,2,weathered/fracturing
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,2,hard fragment,clear,3-4,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,1,hard fragment,white,4-5,irregular,2,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,3,hard fragment,blue,1-2,angular,1,weathered/fracturing
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,2,hard fragment,white,>5,irregular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,1,hard fragment,yellow,3-4,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,3,hard fragment,white,2-3,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,2,hard fragment,white,2-3,irregular,2,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,1,hard fragment,opaque,>5,angular,1,fresh
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,3,hard fragment,blue,3-4,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,3,hard fragment,green,3-4,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,2,hard fragment,opaque,>5,angular,1,fresh
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,1,hard fragment,white,4-5,irregular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,1,hard fragment,blue,1-2,angular,4,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,3,hard fragment,blue,4-5,angular,2,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,2,hard fragment,white,4-5,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,1,hard fragment,white,>5,irregular,2,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,2,hard fragment,yellow,>5,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,3,hard fragment,opaque,4-5,angular,2,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,1,hard fragment,blue,3-4,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,3,hard fragment,green,2-3,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,1,hard fragment,"pink,purple",1-2,irregular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,2,hard fragment,opaque,2-3,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,1,hard fragment,opaque,4-5,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,1,hard fragment,blue,1-2,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,2,hard fragment,white,2-3,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,3,hard fragment,"grey,silver",>5,fibrous,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,3,hard fragment,white,>5,irregular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,1,hard fragment,white,3-4,rounded,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,2,hard fragment,opaque,4-5,angular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,1,hard fragment,blue,4-5,irregular,1,weathered
alva beach,05/03/2021,-19.440317,147.476335,tbf reefclean,1,hard fragment,black,>5,fibrous,1,weathered
alva beach,07/09/2021,-19.440317,147.476335,tbf reefclean,2,hard fragment,green,3-4,angular,1,weathered
alva beach,07/09/2021,-19.440317,147.476335,tbf reefclean,3,hard fragment,blue,1-2,angular,1,weathered
alva beach,07/09/2021,-19.440317,147.476335,tbf reefclean,1,hard fragment,black,2-3,angular,1,weathered
alva beach,08/03/2022,-19.440317,147.476335,tbf reefclean,1,hard fragment,blue,<1,irregular,2,shaving
alva beach,08/03/2022,-19.440317,147.476335,tbf reefclean,2,hard fragment,blue,<1,irregular,1,shaving
alva beach,08/03/2022,-19.440317,147.476335,tbf reefclean,3,hard fragment,blue,<1,irregular,1,shaving
anthea reserve,13/03/2024,-34.865695,138.49056,ausmap,1,fibres,blue,>5,fibrous,20,nan
anthea reserve,13/03/2024,-34.865695,138.49056,ausmap,1,fibres,green,>5,fibrous,40,nan
anthea reserve,13/03/2024,-34.865695,138.49056,ausmap,3,fibres,green,>5,fibrous,20,nan
anthea reserve,13/03/2024,-34.865695,138.49056,ausmap,3,fibres,green,2-3,fibrous,20,nan
anthea reserve,13/03/2024,-34.865695,138.49056,ausmap,1,fibres,green,3-4,fibrous,20,nan
anthea reserve,30/08/2023,-34.865695,138.49056,ausmap,2,fibres,green,>5,fibrous,20,pale
anthea reserve,30/08/2023,-34.865695,138.49056,ausmap,2,fibres,green,3-4,fibrous,60,artificial grass
anthea reserve,13/03/2024,-34.865695,138.49056,ausmap,2,film,clear,4-5,irregular,20,nan
anthea reserve,13/03/2024,-34.865695,138.49056,ausmap,2,film,blue,4-5,irregular,20,nan
